,ship_id,ship_time,ship_lat,ship_lon,ship_depth,ship_temp,turtle_id,turtle_time,turtle_lat,turtle_lon,turtle_depth,turtle_temp,FVCOM_temp,ROMS_temp
20,DEL1105  ,2011-06-05 02:52:00,38.1083,-74.415,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39","20.04,20.03,19.98,19.9,19.86,19.72,19.04,18.61,18.06,17.19,16.73,16.18,14.91,13.58,13.6,13.18,12.43,12.02,11.81,11.32,10.77,9.81,9.41,9.07,9.04,9.1,9.44,9.69,9.79,10.04,10.2,10.21,10.21,10.23,10.31,10.52,10.71,10.79,10.8",108380,2011-06-04 19:12:11,38.13135910000001,-74.37300873,"2,7,11,13,15,16,21,23,25,45","20.03,19.5733,18.5145,16.6046,15.878,14.1238,12.2139,10.4596,9.65,10.8229","21.600418, 19.930298, 17.972858, 17.093374, 16.32957, 15.989683, 14.8624935, 14.406517, 13.992086, 12.788008","19.212412, 19.086815, 18.934122, 18.833218, 18.758408, 18.642485, 16.314735, 14.074954, 11.206031, 10.543098"
21,DEL1105  ,2011-06-07 04:42:00,38.475,-74.0433,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50","20.99,20.98,20.93,20.64,20.55,20.47,20.16,19.81,19.78,19.23,17.06,15.71,13.97,13.37,13.22,12.67,11.65,11.35,10.53,10.0,9.34,8.83,8.22,7.93,7.8,7.55,7.43,7.41,7.4,7.4,7.39,7.4,7.4,7.42,7.47,7.56,7.9,8.1,8.86,9.22,9.56,10.54,12.4,13.16,13.28,13.28,13.3,13.32,13.32,13.32",108382,2011-06-04 23:50:19,38.5,-74.0,"2,7,13,14,15,16,17,18,21,33","22.29,20.384,16.2807,16.2807,14.7146,14.6661,12.8087,11.5218,10.235,10.15","21.453085, 19.62662, 16.916761, 16.916761, 16.3427, 15.770036, 15.209499, 14.664904, 13.690834, 12.276615","19.123085, 18.883224, 18.503035, 18.438217, 18.438217, 18.374218, 18.310648, 18.310648, 18.102015, 11.225994"
22,DEL1105  ,2011-06-07 04:42:00,38.475,-74.0433,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50","20.99,20.98,20.93,20.64,20.55,20.47,20.16,19.81,19.78,19.23,17.06,15.71,13.97,13.37,13.22,12.67,11.65,11.35,10.53,10.0,9.34,8.83,8.22,7.93,7.8,7.55,7.43,7.41,7.4,7.4,7.39,7.4,7.4,7.42,7.47,7.56,7.9,8.1,8.86,9.22,9.56,10.54,12.4,13.16,13.28,13.28,13.3,13.32,13.32,13.32",108391,2011-06-07 00:25:35,38.5,-74.0,"2,4,8,9,10,11,19,20,21,22","21.36,21.064,20.9795,19.7005,11.5722,10.79,10.864,11.0754,11.4876,11.5299","21.038782, 20.660257, 19.735231, 19.735231, 19.500006, 19.217382, 17.02185, 16.569933, 16.113335, 15.658743","20.598116, 20.590368, 20.111572, 20.111572, 19.718945, 19.375256, 18.72076, 18.488642, 18.488642, 18.007761"
23,DEL1105  ,2011-06-07 08:16:00,38.7717,-73.7767,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44","19.75,19.75,19.74,19.72,19.61,18.74,18.28,18.06,17.32,15.65,14.1,13.07,11.68,11.1,10.72,9.6,8.51,8.39,8.19,7.58,7.09,6.92,6.72,6.8,6.8,6.81,6.8,6.82,6.89,6.92,6.93,6.92,6.9,6.91,6.91,6.9,6.89,6.88,6.88,6.87,6.83,6.72,6.67,6.7",108392,2011-06-06 15:50:24,38.72393036,-73.76622772,"2,5,7,8,11,12,15,18,38,51","19.49,19.3921,18.7678,17.8988,13.2966,12.1827,10.0285,8.3516,7.25,7.911","19.973215, 19.094624, 16.447855, 15.066082, 12.478389, 12.617965, 9.948314, 9.055494, 9.005213, 9.184928","19.288662, 19.042938, 18.769909, 18.708408, 18.595675, 18.508247, 18.19771, 17.458418, 9.022302, 9.020837"
24,DEL1105  ,2011-06-07 10:12:00,38.9217,-73.8967,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36","19.61,19.62,19.65,19.66,19.55,19.05,18.98,18.81,18.38,17.22,15.33,14.83,14.01,12.54,10.79,9.47,8.01,7.69,7.64,7.63,7.63,7.62,7.62,7.62,7.62,7.62,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61",108377,2011-06-08 19:07:00,38.89437103,-73.85088348,"2,9,10,13,18,21,23,31,41,45","20.99,19.2105,18.0684,16.342,12.026,11.0831,9.5825,8.799,8.799,7.71","20.110647, 17.984621, 17.688076, 13.822024, 8.221978, 6.423011, 6.420839, 7.291982, 8.3300905, 8.337941","19.860992, 19.568924, 19.568924, 19.000988, 17.022799, 13.722628, 10.970002, 8.951468, 8.889246, 8.889246"
25,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-09 00:20:00,38.67657852,-74.54231262,"2,5,7,9,11,13,14,15,21,30","25.39,25.2622,24.6873,22.196,17.6765,12.7258,11.033,10.2824,9.4679,9.42","24.480373, 24.310593, 22.859114, 21.574167, 20.851011, 19.883188, 19.285393, 18.998726, 17.008276, 15.080061","24.246758, 24.24609, 24.24105, 24.214247, 24.02639, 22.12974, 20.773277, 19.239723, 15.156282, 14.367281"
26,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-11 20:13:29,38.67733002,-74.59423065,"2,8,10,11,13,14,16,18,25,32","24.88,23.4664,21.5469,18.6899,14.4789,12.7974,11.3392,10.6398,10.0,10.1637","25.556677, 22.2468, 21.467745, 20.972189, 20.039015, 19.603325, 18.799637, 18.253279, 17.456463, 17.456463","25.115078, 25.066498, 24.946003, 24.780306, 23.327934, 21.92564, 18.953613, 16.711876, 14.831911, 14.591217"
27,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-08 18:12:44,38.72230148,-74.59806061,"2,5,7,10,11,13,15,17,23,32","25.05,24.7396,23.886,19.3852,17.0106,13.6583,11.2838,10.1353,9.53,9.53","25.111572, 23.699457, 22.800814, 21.254202, 20.655956, 19.800924, 19.002962, 18.027208, 16.326315, 15.950746","24.346382, 24.334696, 24.306889, 23.858097, 23.524607, 20.951517, 17.739021, 16.54044, 15.019363, 15.02371"
28,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-10 01:09:56,38.68923187,-74.56021118,"2,5,8,9,11,13,14,16,19,29","25.29,24.7277,22.041,20.5103,15.3557,11.6225,11.6225,10.2792,9.7169,9.67","25.10167, 24.021873, 22.68162, 21.987684, 21.298494, 20.296085, 19.662247, 19.06315, 17.730963, 15.504072","25.225487, 25.208824, 24.700447, 24.486624, 24.184574, 22.17078, 20.665178, 18.32694, 15.807567, 14.394611"
29,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-10 08:05:09,38.6619606,-74.58979797,"2,3,5,6,7,8,9,10,11,12","25.39,25.3413,25.1951,24.8114,24.4582,24.0258,22.619,20.993,20.3475,19.3","24.590528, 24.451187, 23.671854, 23.342693, 22.649185, 22.297474, 21.60218, 21.26247, 20.929579, 20.287033","24.678015, 24.678907, 24.681599, 24.686962, 24.688755, 24.682407, 24.64758, 24.552881, 24.388336, 23.611643"
30,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-09 09:25:52,38.66852188,-74.58138275,"2,6,7,8,9,10,11,13,14,15","25.27,25.1574,24.8758,23.9887,21.9471,20.1308,18.582,14.1609,11.5138,11.19","24.561111, 23.372408, 22.725725, 22.376633, 21.65635, 21.296738, 20.943443, 19.94159, 19.326042, 19.033117","24.141935, 24.14035, 24.138683, 24.135195, 24.127369, 24.111746, 24.072287, 22.06669, 20.683329, 19.248156"
31,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-08 11:53:40,38.70238876,-74.56156921,"2,6,7,8,9,11,12,14,19,32","24.98,24.7285,24.4141,23.0622,18.9907,13.8817,12.1525,10.6119,9.5587,9.26","24.754953, 23.327951, 22.65865, 22.315804, 21.629114, 20.95283, 20.294939, 19.356117, 17.456928, 15.007783","23.948244, 23.91602, 23.905296, 23.88932, 23.805653, 23.242155, 21.61694, 19.200884, 15.677463, 15.296234"
32,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-07 20:34:14,38.72748184,-74.57012939,"2,4,7,10,11,12,14,15,26,33","24.99,24.3704,22.0624,16.8423,15.5101,11.9164,10.4604,10.0421,9.5,10.0421","25.09405, 24.14562, 22.794916, 21.3095, 20.716665, 20.427002, 19.3321, 19.076183, 15.97861, 15.943559","24.847237, 24.832613, 24.781681, 24.0638, 23.553398, 22.76646, 19.512852, 18.526386, 15.495393, 15.498487"
33,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-07 11:57:04,38.70624161,-74.54962158,"2,6,8,9,10,11,12,13,21,30","24.8,24.4338,23.4113,20.5425,18.9249,12.6988,12.531,10.9134,9.6468,9.54","24.352154, 23.25545, 22.113178, 21.339336, 20.97453, 20.62583, 19.96841, 19.655615, 16.745396, 14.80954","24.3155, 24.30628, 24.28979, 24.275354, 24.237352, 24.127102, 23.79733, 21.785217, 15.594109, 14.813812"
34,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-05 00:14:08,38.69324875,-74.55210114,"2,9,10,11,12,13,14,17,23,33","24.94,23.8714,22.1807,21.431,19.2459,17.922,13.8548,10.1703,9.2292,8.99","24.273638, 21.08028, 20.749006, 20.422466, 19.79025, 19.486626, 18.906433, 17.846167, 15.841566, 14.142792","25.698788, 24.554184, 24.475, 24.413216, 24.181349, 23.778923, 22.956434, 18.529114, 16.40189, 15.992924"
35,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-08 05:59:17,38.71815109,-74.54827118,"2,3,4,5,6,7,8,9,10,10","25.07,25.0589,25.0035,25.0035,25.0035,24.937,24.2861,23.2224,22.3,22.3","24.883114, 24.553917, 24.19713, 23.49596, 22.834064, 22.517439, 21.898933, 21.29179, 20.992674, 20.992674","24.03411, 24.03457, 24.035072, 24.035099, 24.034826, 24.029219, 24.012281, 23.949745, 23.40686, 23.40686"
36,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-10 15:38:20,38.70085907,-74.60980988,"2,6,8,10,12,14,16,17,20,29","25.06,24.2963,23.3099,21.0029,17.2482,12.8888,10.7569,10.1364,9.5796,9.15","24.366203, 23.11942, 22.175705, 21.42347, 20.435623, 19.522728, 18.716553, 18.532372, 17.593971, 17.266273","24.723469, 24.571733, 24.469446, 24.035973, 21.630299, 19.322678, 17.450775, 17.039854, 16.020899, 15.089797"
37,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-06 07:56:48,38.71551132,-74.59487152,"2,3,4,5,6,7,8,9,10,10","24.75,24.75,24.6048,24.4415,23.9877,23.1831,21.9973,20.999,18.7,18.7","24.4815, 24.12394, 23.885912, 23.341103, 22.743551, 22.437187, 21.827133, 21.232204, 20.94176, 20.94176","24.184242, 24.184723, 24.185122, 24.185781, 24.167608, 24.127054, 24.048086, 23.717163, 23.417019, 23.417019"
38,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-05 03:58:21,38.69662857,-74.58052063,"2,3,4,5,6,7,8,9,10,11","24.71,24.6978,24.5295,24.456,24.4071,24.3,23.7614,23.1494,22.4058,21.65","24.18223, 23.895401, 23.274658, 22.948908, 22.616041, 21.934568, 21.588608, 20.895208, 20.55217, 20.214268","24.587854, 24.54371, 24.456827, 24.286398, 23.73547, 23.52007, 23.397985, 23.261906, 23.166824, 22.965818"
39,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-05 13:00:24,38.68429947,-74.61618805,"2,6,8,10,11,12,14,16,20,33","24.0474,24.17,22.1771,21.9931,20.7974,16.2904,12.4426,10.3423,9.3152,8.84","23.887817, 22.801157, 21.62968, 20.862041, 20.356674, 19.852661, 18.85247, 17.88545, 16.667355, 16.528856","24.470314, 23.947535, 23.614628, 23.180159, 22.987253, 21.902185, 19.81794, 17.498419, 16.113142, 15.759826"
40,HB1103   ,2011-07-08 09:36:00,38.69,-74.5583,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32","25.0,25.0,24.97,24.97,24.9,24.35,20.28,17.16,14.63,12.27,10.5,10.11,9.77,9.57,9.38,9.12,8.88,8.75,8.66,8.62,8.59,8.58,8.58,8.58,8.57,8.56,8.56,8.55,8.55,8.55,8.55,8.55",108398,2011-07-11 03:16:11,38.6466713,-74.57176971,"2,3,4,5,6,7,8,9,10,10","25.57,25.5371,25.3426,25.1398,24.8165,24.3343,23.7753,23.3122,22.83,22.83","24.913109, 24.605124, 24.026613, 23.719778, 23.405989, 22.77163, 22.453169, 21.815823, 21.49847, 21.49847","24.94622, 24.947187, 24.94777, 24.947983, 24.946522, 24.943483, 24.936308, 24.917547, 24.855024, 24.855024"
41,HB1105   ,2011-09-16 19:30:00,37.8483,-74.4717,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","20.86,20.86,20.86,20.86,20.86,20.87,20.86,20.85,20.84,20.84,20.79,20.74,20.67,20.61,20.59,20.57,20.55,20.52,20.48,20.43,20.15,19.89,19.73,19.63,19.53,19.18,18.79,18.33,17.81,16.49,15.12,14.12,13.06,11.9,10.64,9.79,9.43,9.35,9.35,9.34,9.34,9.34,9.34,9.33,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.33,9.34,9.34,9.34,9.34,9.35,9.34",108391,2011-09-15 16:07:56,37.8549881,-74.4391098,"2,17,21,24,25,27,28,35,47,62","23.49,19.2138,18.8022,17.6468,16.611,16.3454,15.2564,12.0294,10.5154,10.21","23.665216, 17.838501, 16.897678, 16.086716, 15.841076, 15.607115, 15.384698, 14.259002, 12.556763, 11.710184","23.808035, 22.94203, 22.718891, 22.564795, 22.416752, 22.257816, 22.168722, 20.094822, 15.666852, 14.975329"
42,HB1105   ,2011-09-17 08:37:00,38.25,-73.9433,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70","22.42,22.42,22.42,22.42,22.42,22.43,22.43,22.43,22.42,22.42,22.43,22.43,22.42,22.39,22.34,22.3,22.28,22.2,22.09,21.92,21.66,21.09,20.39,19.82,19.55,19.52,19.44,19.38,19.36,19.36,19.27,19.19,19.13,19.05,18.97,17.96,16.4,15.73,15.16,14.3,13.79,12.9,11.73,11.33,10.96,10.62,10.46,10.25,9.86,9.68,9.63,9.6,9.58,9.56,9.54,9.51,9.47,9.47,9.49,9.5,9.52,9.53,9.54,9.56,9.59,9.6,9.6,9.63,9.63,9.64",108392,2011-09-19 12:16:04,38.29684067,-73.94970703,"2,28,29,31,32,33,34,36,46,69","22.95,22.5888,21.8277,18.7962,15.855,15.0552,12.3204,10.7466,10.2435,10.05","21.553474, 16.739689, 16.739689, 16.480637, 16.268078, 16.077883, 16.077883, 15.907397, 15.294856, 14.041802","22.844088, 22.857557, 22.858727, 22.862646, 22.865997, 22.865997, 22.866652, 22.620071, 15.195003, 12.317622"
43,HB1105   ,2011-09-17 21:39:00,38.425,-74.495,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34","20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.17,20.17,20.17,20.15,20.13,20.06,19.96,19.88,19.72,18.71,17.78,14.76,13.84,13.67,13.59,13.33,13.22,13.21,13.2",108387,2011-09-18 02:16:56,38.46527863,-74.50308228,"2,15,20,22,25,26,29,33,38,40","19.7,19.6186,19.1373,18.4999,16.4253,16.3439,14.8048,13.7675,13.5031,12.92","20.887884, 20.580036, 20.384686, 20.461842, 20.672487, 20.713697, 20.756832, 20.751692, 20.751692, 20.751692","20.689697, 20.692694, 20.693464, 20.693638, 20.69382, 20.693829, 20.693073, 20.71773, 20.834576, 20.834576"
44,HB1105   ,2011-09-18 13:42:00,38.6467,-74.1283,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45","19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.6,19.61,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.59,19.56,19.54,19.52,19.5,19.28,18.7,17.94,16.66,15.9,15.33,14.2,13.0,12.49,11.57,11.22,10.97,10.71,10.52,10.3,10.1,10.02,9.84,9.74,9.71,9.7",108399,2011-09-15 17:14:04,38.69282913,-74.14852142,"2,8,12,22,26,27,28,32,38,52","22.92,22.1241,19.9522,17.7264,15.6084,14.0841,13.7063,10.5362,9.6863,9.43","23.60791, 22.311611, 21.400284, 19.725924, 19.184738, 19.055624, 19.055624, 18.555199, 17.735258, 17.301426","23.347523, 23.102581, 22.7691, 22.43229, 22.098991, 21.849573, 21.426275, 19.157967, 16.02302, 15.596479"
45,HB1105   ,2011-09-20 03:16:00,38.9633,-73.7917,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42","18.93,18.94,18.94,18.94,18.94,18.94,18.94,18.92,18.87,18.84,18.81,18.8,18.79,18.79,18.79,18.79,18.79,18.79,18.8,18.81,18.8,18.8,18.79,18.76,18.36,17.28,14.84,13.5,12.99,12.31,12.22,12.17,12.09,11.89,11.72,11.65,11.62,11.6,11.59,11.58,11.58,11.58",100119,2011-09-19 18:23:51,38.91976929,-73.80444336,"2,3,14,17,19,28,34,43,44,53","17.98,17.4841,16.5265,16.4809,15.7399,15.0958,13.8418,13.42,12.3655,12.28","19.48093, 19.30393, 18.856634, 18.43647, 18.004496, 14.856256, 10.100792, 12.329337, 12.530835, 12.661594","20.494606, 20.49418, 20.470438, 20.457506, 20.452482, 20.389341, 15.844021, 15.626139, 15.626139, 15.626139"
46,HB1105   ,2011-09-20 03:16:00,38.9633,-73.7917,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42","18.93,18.94,18.94,18.94,18.94,18.94,18.94,18.92,18.87,18.84,18.81,18.8,18.79,18.79,18.79,18.79,18.79,18.79,18.8,18.81,18.8,18.8,18.79,18.76,18.36,17.28,14.84,13.5,12.99,12.31,12.22,12.17,12.09,11.89,11.72,11.65,11.62,11.6,11.59,11.58,11.58,11.58",100119,2011-09-19 03:36:36,38.98022842,-73.8052063,"2,3,4,6,7,10,11,12,13,14","18.94,18.94,18.914,18.914,18.8477,18.8416,18.8227,18.8227,18.81,18.81","19.875517, 19.824678, 19.181223, 19.059383, 19.060936, 19.118052, 19.1183, 19.11894, 19.120142, 19.126944","20.104856, 20.105902, 20.106703, 20.107939, 20.108368, 20.110136, 20.112755, 20.112755, 20.113716, 20.114164"
47,HB1105   ,2011-09-20 03:16:00,38.9633,-73.7917,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42","18.93,18.94,18.94,18.94,18.94,18.94,18.94,18.92,18.87,18.84,18.81,18.8,18.79,18.79,18.79,18.79,18.79,18.79,18.8,18.81,18.8,18.8,18.79,18.76,18.36,17.28,14.84,13.5,12.99,12.31,12.22,12.17,12.09,11.89,11.72,11.65,11.62,11.6,11.59,11.58,11.58,11.58",100119,2011-09-18 11:53:07,39.00048828,-73.80590057,"2,7,8,9,14,17,26,32,38,42","19.88,19.85,19.6998,18.5507,18.4005,17.4618,16.6958,15.0436,14.3977,12.37","19.946499, 19.043583, 19.039228, 19.038193, 19.161564, 19.362078, 14.05427, 12.617953, 13.24433, 13.24433","20.566118, 20.570126, 20.570719, 20.571306, 20.573675, 20.575495, 20.56942, 18.154112, 16.20925, 16.206509"
48,HB1105   ,2011-09-20 03:16:00,38.9633,-73.7917,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42","18.93,18.94,18.94,18.94,18.94,18.94,18.94,18.92,18.87,18.84,18.81,18.8,18.79,18.79,18.79,18.79,18.79,18.79,18.8,18.81,18.8,18.8,18.79,18.76,18.36,17.28,14.84,13.5,12.99,12.31,12.22,12.17,12.09,11.89,11.72,11.65,11.62,11.6,11.59,11.58,11.58,11.58",108377,2011-09-23 05:06:32,38.96194839,-73.77433014,"2,3,5,6,7,9,9","19.9913,19.95,19.95,20.0441,20.11,20.11,20.0585","19.65049, 19.457096, 19.169847, 19.143244, 19.139341, 19.148972, 19.148972","20.662842, 20.66262, 20.66221, 20.661995, 20.661995, 20.661499, 20.661499"
